user_id,age,gender,city,device_type,signup_date,kyc_date,kyc_completed,first_transaction_date,has_transaction,autopay_adopted,rewards_adopted,upi_lite_adopted,bill_pay_adopted,features_adopted,transaction_count,total_spend,avg_transaction_value
USER_00029,26,M,Chennai,iOS,2026-02-25,2026-02-24,True,2026-02-26,True,False,False,False,False,0,0,0,0
USER_00030,45,M,Surat,iOS,2026-02-06,2026-02-18,True,2026-02-21,True,False,False,False,False,0,2,610,305
USER_00031,43,F,Bangalore,Android,2026-03-01,2026-02-27,True,2026-02-28,True,False,False,False,False,0,1,223,223
USER_00032,39,M,Hyderabad,Android,2026-01-23,2026-01-24,True,2026-01-25,True,False,True,False,False,1,2,650,325
USER_00033,63,M,Delhi,iOS,2026-01-18,2026-01-20,True,2026-01-25,True,True,True,True,True,4,9,8784,976
USER_00034,33,F,Chennai,Android,2026-02-15,2026-02-27,True,2026-02-26,True,False,False,False,False,0,0,0,0
USER_00035,48,M,Kolkata,iOS,2026-03-01,,False,,True,False,False,False,False,0,2,588,294
USER_00036,24,M,Chennai,Android,2025-12-02,2025-12-10,True,,False,False,True,True,True,3,0,0,0
USER_00037,64,M,Chennai,iOS,2026-02-27,2026-02-28,True,2026-02-26,True,False,False,True,False,1,1,200,200
USER_00038,39,M,Delhi,Android,2025-12-29,2026-01-01,True,2026-01-05,True,False,False,False,True,1,4,2236,559
USER_00039,29,F,Bangalore,iOS,2025-12-11,,False,,True,False,False,False,False,0,0,0,0
USER_00040,46,M,Mumbai,iOS,2026-01-08,2026-01-10,True,,False,False,False,False,True,1,1,115,115
USER_00041,33,M,Bangalore,Android,2025-12-02,,False,,True,False,False,False,True,1,3,1530,510
USER_00042,21,M,Bangalore,iOS,2026-02-09,2026-02-22,True,2026-03-01,True,True,False,False,False,1,6,5058,843
USER_00043,47,F,Bangalore,iOS,2026-01-09,,False,,False,False,True,True,False,2,1,669,669
USER_00044,60,F,Mumbai,Android,2025-12-02,2025-12-12,True,2025-12-18,True,False,False,True,False,1,3,477,159
USER_00045,52,M,Pune,Android,2026-02-11,,False,,True,True,True,True,False,3,8,11968,1496
USER_00046,48,M,Mumbai,Android,2025-12-25,2025-12-27,True,2026-01-01,True,False,False,True,False,1,4,1160,290
USER_00047,22,M,Bangalore,iOS,2025-12-22,,False,,False,True,True,False,False,2,7,10262,1466
USER_00048,33,M,Chennai,Android,2026-01-25,,False,,False,False,False,False,False,0,0,0,0
USER_00049,54,F,Surat,Android,2025-12-02,2025-12-06,True,2025-12-09,True,False,False,False,False,0,1,421,421
USER_00050,43,M,Chennai,Android,2026-01-11,2026-01-24,True,2026-01-25,True,False,True,False,True,2,4,1692,423
USER_00051,18,F,Chennai,Android,2025-12-31,2026-01-02,True,2026-01-07,True,False,False,False,False,0,3,606,202
USER_00052,31,F,Mumbai,Android,2025-12-02,2025-12-06,True,2025-12-09,True,False,True,False,False,1,1,170,170
USER_00053,36,M,Bangalore,Android,2026-01-16,2026-01-26,True,,False,False,False,False,False,0,2,818,409
USER_00054,59,M,Chennai,Android,2026-01-31,2026-02-02,True,,False,False,True,True,True,3,2,1558,779
USER_00055,26,F,Mumbai,Android,2026-02-17,,False,,True,False,False,False,False,0,2,1332,666
USER_00056,27,F,Delhi,Android,2026-02-21,2026-02-25,True,2026-02-26,True,False,False,False,True,1,1,451,451
USER_00057,34,F,Delhi,iOS,2026-02-25,2026-02-27,True,2026-02-27,True,True,True,False,True,3,7,2828,404
USER_00058,35,M,Mumbai,iOS,2026-02-27,2026-02-25,True,,False,True,False,False,True,2,8,6688,836
USER_00059,53,F,Hyderabad,Android,2026-01-19,2026-01-28,True,2026-01-29,True,True,True,False,False,2,10,6050,605
USER_00060,41,M,Bangalore,Android,2026-02-21,2026-02-28,True,,False,False,False,True,True,2,1,473,473
USER_00061,40,M,Chennai,Android,2026-02-02,2026-02-15,True,2026-02-20,True,False,False,False,True,1,3,1386,462
USER_00062,44,M,Surat,Android,2026-02-16,2026-03-01,True,2026-02-28,True,False,False,False,False,0,1,266,266
USER_00063,44,M,Mumbai,iOS,2026-02-21,2026-02-27,True,,False,True,True,False,True,3,10,11430,1143
USER_00064,35,M,Kolkata,Android,2025-12-12,2025-12-26,True,2025-12-30,True,False,False,False,False,0,1,139,139
USER_00065,32,M,Kolkata,Android,2026-02-21,2026-02-27,True,,False,True,False,False,False,1,5,4625,925
USER_00066,32,M,Chennai,Android,2026-02-18,2026-02-28,True,,False,False,True,False,False,1,2,770,385
USER_00067,35,F,Chennai,Android,2026-01-07,2026-01-13,True,2026-01-14,True,False,True,False,False,1,1,649,649
USER_00068,25,F,Mumbai,iOS,2026-01-05,2026-01-06,True,2026-01-07,True,True,False,False,True,2,11,9273,843
USER_00069,56,F,Bangalore,iOS,2026-02-22,,False,,True,False,False,False,False,0,1,546,546
USER_00070,56,M,Bangalore,Android,2026-02-17,2026-02-18,True,,False,True,False,False,False,1,7,5747,821
USER_00071,63,F,Mumbai,iOS,2026-02-17,2026-02-28,True,,False,False,True,False,True,2,2,1302,651
USER_00072,64,M,Bangalore,Android,2026-01-22,,False,,True,False,False,False,True,1,1,780,780
USER_00073,39,F,Chennai,Android,2026-02-14,,False,,False,False,False,True,False,1,2,814,407
USER_00074,50,F,Chennai,Android,2026-02-05,2026-02-14,True,,False,False,False,False,True,1,2,804,402
USER_00075,26,M,Bangalore,iOS,2025-12-14,,False,,False,False,True,False,False,1,0,0,0
USER_00076,65,M,Chennai,Android,2026-02-08,2026-02-22,True,2026-02-23,True,False,False,True,True,2,1,661,661
USER_00077,37,F,Delhi,iOS,2026-02-06,2026-02-17,True,2026-02-20,True,False,False,False,False,0,1,721,721
USER_00078,47,F,Bangalore,Android,2026-02-24,2026-02-27,True,2026-02-28,True,False,False,False,False,0,2,1168,584
USER_00079,36,F,Mumbai,iOS,2025-12-02,2025-12-13,True,2025-12-16,True,True,False,True,False,2,7,5467,781
USER_00080,32,M,Mumbai,Android,2026-02-05,2026-02-15,True,2026-02-22,True,True,False,False,False,1,10,12730,1273
USER_00081,22,F,Bangalore,Android,2026-01-23,2026-02-04,True,,False,False,True,True,True,3,1,299,299
USER_00082,62,F,Hyderabad,Android,2026-02-24,2026-02-28,True,2026-02-28,True,False,True,True,True,3,4,3084,771
USER_00083,45,M,Mumbai,iOS,2025-12-24,2026-01-01,True,2026-01-02,True,True,True,True,True,4,10,13600,1360
USER_00084,53,M,Ahmedabad,Android,2026-02-12,2026-02-25,True,2026-03-01,True,False,False,False,True,1,4,944,236
USER_00085,60,F,Surat,iOS,2026-02-06,2026-02-20,True,2026-02-26,True,False,True,True,False,2,2,1454,727
USER_00086,50,F,Kolkata,Android,2025-12-18,2025-12-30,True,,False,True,False,False,False,1,7,4375,625
USER_00087,48,F,Delhi,Android,2026-02-24,2026-03-01,True,,False,False,False,False,False,0,0,0,0
USER_00088,51,F,Chennai,Android,2026-02-27,2026-02-26,True,2026-02-28,True,False,True,False,True,2,2,358,179
USER_00089,35,F,Delhi,Android,2026-01-28,2026-01-31,True,2026-02-02,True,False,False,False,True,1,1,241,241
USER_00090,42,M,Pune,Android,2026-02-02,2026-02-08,True,,False,False,False,True,True,2,3,1551,517
USER_00091,52,F,Bangalore,Android,2026-01-12,,False,,True,False,True,False,True,2,0,0,0
USER_00092,42,M,Kolkata,iOS,2025-12-02,2025-12-10,True,2025-12-11,True,False,True,False,False,1,5,2445,489
USER_00093,40,F,Pune,iOS,2025-12-02,,False,,True,False,True,False,False,1,1,529,529
USER_00094,52,M,Hyderabad,Android,2026-01-25,,False,,True,False,False,False,False,0,3,1791,597
USER_00095,19,F,Bangalore,Android,2026-02-02,2026-02-14,True,2026-02-16,True,False,True,True,False,2,2,1028,514
USER_00096,47,M,Jaipur,Android,2026-01-14,,False,,True,False,False,False,False,0,1,503,503
USER_00097,55,M,Mumbai,Android,2025-12-29,2026-01-01,True,2026-01-02,True,False,False,False,False,0,2,1144,572
USER_00098,34,F,Delhi,Android,2025-12-29,2026-01-11,True,2026-01-15,True,False,False,False,False,0,2,890,445
USER_00099,35,F,Delhi,Android,2026-02-19,2026-02-24,True,2026-02-25,True,False,True,True,False,2,1,119,119
USER_00100,40,M,Chennai,iOS,2025-12-02,,False,,True,False,True,False,False,1,3,2301,767
USER_00101,20,M,Surat,Android,2025-12-06,2025-12-16,True,,False,False,False,False,True,1,1,120,120
USER_00102,27,M,Mumbai,Android,2026-02-17,2026-02-21,True,2026-02-25,True,True,False,False,False,1,9,13095,1455
USER_00103,62,F,Pune,Android,2026-02-27,2026-02-28,True,2026-02-28,True,False,True,True,False,2,5,3605,721
USER_00104,37,M,Hyderabad,iOS,2026-02-20,,False,,True,False,False,True,True,2,1,689,689
USER_00105,61,F,Bangalore,Android,2026-02-10,,False,,False,False,False,False,False,0,1,177,177
USER_00106,55,M,Mumbai,iOS,2026-01-28,,False,,False,False,False,False,False,0,4,3200,800
USER_00107,56,M,Kolkata,Android,2026-03-01,,False,,False,False,True,False,False,1,0,0,0
USER_00108,40,F,Chennai,Android,2026-02-08,,False,,False,True,True,False,False,2,12,11976,998
USER_00109,18,F,Kolkata,Android,2026-02-27,,False,,False,False,False,True,False,1,2,940,470
USER_00110,58,F,Pune,Android,2025-12-02,2025-12-13,True,2025-12-16,True,False,True,False,True,2,0,0,0
USER_00111,57,F,Bangalore,iOS,2026-01-16,,False,,False,False,False,False,False,0,2,1412,706
USER_00112,35,F,Kolkata,iOS,2026-02-22,2026-02-27,True,2026-02-28,True,True,False,False,True,2,12,5724,477
USER_00113,47,F,Bangalore,Android,2026-02-16,2026-02-19,True,,False,False,False,False,True,1,6,2592,432
USER_00114,49,M,Bangalore,Android,2026-02-01,2026-02-11,True,2026-02-17,True,False,False,True,True,2,2,772,386
USER_00115,35,M,Hyderabad,Android,2026-02-03,2026-02-15,True,2026-02-19,True,False,False,False,False,0,0,0,0
USER_00116,49,M,Pune,Android,2026-02-10,2026-02-18,True,2026-02-25,True,False,True,False,False,1,1,602,602
USER_00117,19,M,Delhi,Android,2026-02-21,2026-02-26,True,2026-02-26,True,False,True,False,False,1,2,698,349
USER_00118,41,F,Hyderabad,Android,2026-02-27,2026-02-26,True,,False,False,True,True,True,3,0,0,0
USER_00119,62,F,Delhi,Android,2026-01-12,,False,,True,True,True,True,False,3,9,4923,547
USER_00120,64,M,Delhi,iOS,2025-12-24,2025-12-28,True,2025-12-30,True,False,False,False,False,0,2,578,289
USER_00121,65,F,Delhi,Android,2026-02-24,2026-02-26,True,2026-02-27,True,False,True,False,True,2,1,637,637
USER_00122,30,F,Delhi,Android,2026-02-05,2026-02-17,True,2026-02-22,True,False,True,False,False,1,1,114,114
USER_00123,26,F,Mumbai,Android,2026-03-01,2026-02-27,True,,False,False,False,False,False,0,2,798,399
USER_00124,58,F,Mumbai,Android,2026-02-28,2026-02-25,True,2026-03-01,True,False,False,False,False,0,3,1173,391
USER_00125,39,M,Surat,Android,2025-12-18,,False,,True,True,False,False,False,1,9,11502,1278
USER_00126,25,M,Bangalore,Android,2026-02-08,2026-02-19,True,,False,False,False,True,True,2,2,1488,744
USER_00127,21,M,Mumbai,Android,2026-02-25,2026-02-27,True,,False,False,False,False,True,1,1,411,411
USER_00128,33,M,Hyderabad,Android,2026-02-13,2026-02-26,True,,False,False,False,False,True,1,1,710,710
USER_00129,57,M,Pune,Android,2026-02-10,2026-02-15,True,2026-02-22,True,False,False,False,False,0,1,553,553
USER_00130,55,F,Delhi,Android,2026-02-07,2026-02-19,True,2026-02-20,True,False,True,True,False,2,2,1448,724
USER_00131,31,M,Delhi,Android,2025-12-02,2025-12-05,True,2025-12-10,True,False,True,False,False,1,3,1035,345
USER_00132,22,M,Mumbai,Android,2026-03-01,2026-02-26,True,2026-02-27,True,False,False,False,False,0,1,708,708
USER_00133,32,F,Pune,Android,2025-12-31,2026-01-02,True,2026-01-08,True,True,False,False,False,1,11,13519,1229
USER_00134,32,F,Kolkata,Android,2026-01-28,2026-02-10,True,,False,False,True,False,True,2,5,3885,777
USER_00135,30,F,Mumbai,Android,2026-01-11,2026-01-16,True,2026-01-23,True,False,False,False,False,0,0,0,0
USER_00136,27,M,Mumbai,iOS,2026-02-18,2026-02-24,True,2026-02-27,True,False,False,False,False,0,1,709,709
USER_00137,46,M,Bangalore,Android,2026-02-27,2026-02-24,True,2026-03-01,True,False,False,False,False,0,3,1536,512
USER_00138,49,F,Mumbai,Android,2026-02-15,2026-02-27,True,2026-02-26,True,False,False,False,False,0,4,2168,542
USER_00139,34,M,Mumbai,iOS,2026-01-29,2026-02-08,True,2026-02-09,True,False,True,False,True,2,2,1378,689
USER_00140,61,F,Hyderabad,iOS,2026-02-19,2026-02-27,True,2026-02-26,True,False,False,False,True,1,2,558,279
USER_00141,46,F,Delhi,Android,2026-02-24,2026-02-25,True,2026-02-26,True,False,True,False,False,1,0,0,0
USER_00142,48,F,Bangalore,Android,2025-12-02,2025-12-16,True,2025-12-18,True,False,False,False,True,1,5,1035,207
USER_00143,39,F,Pune,Android,2026-02-14,2026-02-28,True,2026-02-26,True,False,False,False,True,1,3,1530,510
USER_00144,20,F,Mumbai,Android,2026-01-31,2026-02-13,True,2026-02-17,True,False,False,True,False,1,2,436,218
USER_00145,50,M,Chennai,Android,2026-02-01,2026-02-02,True,2026-02-04,True,False,True,False,False,1,2,1046,523
USER_00146,51,F,Chennai,Android,2026-02-13,2026-02-26,True,2026-02-27,True,False,False,False,True,1,0,0,0
USER_00147,31,F,Hyderabad,iOS,2026-02-20,,False,,True,True,True,False,True,3,5,5985,1197
USER_00148,62,F,Mumbai,iOS,2026-02-06,2026-02-19,True,,False,False,False,False,True,1,3,2169,723
USER_00149,33,M,Delhi,Android,2026-02-11,2026-02-13,True,2026-02-15,True,True,False,False,True,2,10,11350,1135
USER_00150,25,F,Surat,Android,2025-12-02,2025-12-10,True,2025-12-16,True,False,False,False,False,0,1,257,257
USER_00151,36,F,Bangalore,Android,2026-01-08,2026-01-12,True,,False,False,False,True,True,2,1,583,583
USER_00152,47,M,Bangalore,iOS,2026-02-05,,False,,True,False,False,False,False,0,5,3100,620
USER_00153,65,M,Ahmedabad,Android,2026-01-09,2026-01-15,True,2026-01-22,True,False,False,False,False,0,2,1048,524
USER_00154,50,F,Kolkata,Android,2026-01-25,,False,,False,False,False,False,False,0,0,0,0
USER_00155,55,F,Ahmedabad,Android,2026-02-09,2026-02-15,True,2026-02-18,True,False,False,True,False,1,1,595,595
USER_00156,53,F,Bangalore,Android,2026-03-01,2026-02-27,True,,False,True,False,False,False,1,9,6174,686
USER_00157,54,F,Delhi,iOS,2026-02-11,2026-02-17,True,2026-02-23,True,True,False,True,False,2,6,2334,389
USER_00158,48,F,Bangalore,Android,2025-12-02,,False,,True,False,False,False,False,0,2,1534,767
USER_00159,27,F,Surat,Android,2026-02-23,2026-03-01,True,2026-02-28,True,False,False,False,False,0,1,704,704
USER_00160,46,M,Hyderabad,Android,2026-03-01,2026-02-27,True,,False,False,False,True,False,1,1,247,247
USER_00161,22,F,Kolkata,Android,2026-01-12,2026-01-24,True,2026-01-28,True,False,False,True,False,1,2,1476,738
USER_00162,59,M,Kolkata,iOS,2026-02-18,2026-02-25,True,2026-02-28,True,False,False,False,False,0,5,3230,646
USER_00163,58,F,Ahmedabad,Android,2026-02-21,2026-02-25,True,2026-02-26,True,False,True,False,False,1,4,680,170
USER_00164,36,M,Pune,Android,2026-02-25,2026-02-28,True,2026-02-28,True,False,False,False,True,1,0,0,0
USER_00165,62,F,Ahmedabad,Android,2026-02-27,2026-02-26,True,2026-03-01,True,True,False,False,True,2,7,2898,414
USER_00166,45,M,Delhi,Android,2026-03-01,,False,,False,True,False,False,False,1,8,5344,668
USER_00167,28,M,Mumbai,iOS,2026-02-19,2026-02-27,True,,False,False,False,False,False,0,2,1468,734
USER_00168,49,M,Delhi,Android,2026-02-22,2026-02-27,True,,False,False,False,False,False,0,2,1140,570
USER_00169,60,M,Ahmedabad,Android,2026-01-29,,False,,False,False,False,False,False,0,3,1182,394
USER_00170,61,M,Mumbai,iOS,2026-01-16,2026-01-21,True,2026-01-27,True,False,True,False,False,1,1,701,701
USER_00171,45,F,Bangalore,Android,2026-01-22,2026-02-05,True,2026-02-09,True,False,True,False,False,1,3,1479,493
USER_00172,24,M,Bangalore,Android,2026-01-25,2026-02-06,True,,False,False,False,False,True,1,1,402,402
USER_00173,36,M,Jaipur,Android,2025-12-02,2025-12-03,True,2025-12-08,True,True,False,False,True,2,7,6034,862
USER_00174,61,M,Ahmedabad,iOS,2026-01-19,2026-02-01,True,2026-02-08,True,True,False,False,True,2,12,10632,886
USER_00175,32,F,Delhi,Android,2026-01-13,2026-01-24,True,2026-01-31,True,True,False,False,False,1,10,8130,813
USER_00176,64,M,Chennai,iOS,2026-01-14,2026-01-15,True,2026-01-18,True,False,False,False,False,0,0,0,0
USER_00177,46,M,Hyderabad,iOS,2026-02-27,2026-02-26,True,2026-02-27,True,True,False,False,False,1,11,5324,484
USER_00178,29,M,Mumbai,Android,2026-03-01,2026-02-24,True,,False,True,False,False,False,1,10,10490,1049
USER_00179,35,M,Delhi,iOS,2026-02-09,2026-02-22,True,2026-02-25,True,False,False,False,True,1,1,593,593
USER_00180,65,F,Kolkata,Android,2025-12-02,2025-12-05,True,,False,True,True,False,True,3,9,4086,454
USER_00181,32,F,Surat,iOS,2026-02-25,2026-02-27,True,,False,False,False,False,False,0,0,0,0
USER_00182,43,M,Delhi,Android,2026-02-05,2026-02-16,True,2026-02-22,True,False,True,False,True,2,3,1431,477
USER_00183,61,F,Hyderabad,iOS,2026-02-11,2026-02-13,True,2026-02-19,True,False,False,False,True,1,0,0,0
USER_00184,32,F,Mumbai,iOS,2026-01-03,2026-01-09,True,2026-01-14,True,False,False,True,False,1,1,674,674
USER_00185,32,M,Chennai,Android,2026-02-27,2026-02-25,True,2026-02-26,True,False,False,True,False,1,3,1227,409
USER_00186,26,M,Surat,Android,2026-02-28,2026-02-28,True,2026-02-26,True,False,False,False,True,1,1,604,604
USER_00187,26,F,Bangalore,Android,2026-02-17,,False,,False,False,False,False,False,0,3,1959,653
USER_00188,44,M,Ahmedabad,Android,2026-03-01,2026-02-25,True,,False,True,False,False,False,1,11,14322,1302
USER_00189,35,M,Pune,Android,2026-02-14,,False,,True,False,False,True,False,1,4,2220,555
USER_00190,33,F,Mumbai,Android,2026-02-23,2026-02-26,True,2026-02-27,True,True,False,False,True,2,13,18395,1415
USER_00191,43,F,Delhi,Android,2026-02-05,,False,,False,False,False,False,True,1,1,565,565
USER_00192,23,M,Chennai,Android,2026-02-06,2026-02-07,True,,False,False,False,False,False,0,1,121,121
USER_00193,39,M,Jaipur,iOS,2026-02-17,2026-02-19,True,2026-02-26,True,True,False,False,True,2,12,8640,720
USER_00194,53,M,Hyderabad,iOS,2026-01-26,2026-02-01,True,2026-02-08,True,True,True,False,True,3,7,5439,777
USER_00195,27,M,Delhi,iOS,2025-12-08,2025-12-17,True,2025-12-20,True,False,False,False,False,0,2,466,233
USER_00196,29,M,Chennai,Android,2026-02-12,2026-02-18,True,2026-02-25,True,False,False,False,False,0,1,115,115
USER_00197,33,F,Mumbai,Android,2026-01-20,,False,,False,False,True,False,True,2,3,687,229
USER_00198,65,F,Hyderabad,iOS,2026-02-19,2026-02-27,True,2026-02-27,True,False,True,False,True,2,2,1174,587
USER_00199,50,M,Bangalore,Android,2026-02-11,,False,,False,False,False,False,True,1,1,729,729
USER_00200,20,F,Bangalore,iOS,2026-01-27,2026-02-04,True,,False,False,False,True,True,2,2,324,162
USER_00201,43,F,Chennai,Android,2026-01-02,2026-01-04,True,,False,False,True,False,False,1,0,0,0
USER_00202,23,F,Chennai,Android,2026-01-27,2026-02-06,True,,False,False,False,False,False,0,1,381,381
USER_00203,58,F,Bangalore,Android,2026-02-02,2026-02-10,True,2026-02-15,True,False,False,False,False,0,2,802,401
USER_00204,56,F,Mumbai,Android,2026-02-15,2026-02-26,True,2026-02-26,True,False,False,False,False,0,3,2310,770
USER_00205,64,M,Bangalore,iOS,2026-02-10,2026-02-16,True,2026-02-23,True,True,True,False,False,2,7,8029,1147
USER_00206,47,F,Bangalore,Android,2026-02-28,2026-02-26,True,,False,True,True,False,False,2,7,8218,1174
USER_00207,41,M,Chennai,Android,2026-02-09,,False,,False,False,False,True,True,2,2,386,193
USER_00208,23,M,Bangalore,iOS,2026-02-01,2026-02-14,True,2026-02-16,True,False,False,False,False,0,0,0,0
USER_00209,53,M,Hyderabad,Android,2026-02-21,2026-02-28,True,,False,True,False,False,True,2,7,6825,975
USER_00210,44,F,Ahmedabad,iOS,2026-01-27,,False,,True,False,False,False,True,1,5,2665,533
USER_00211,64,M,Surat,Android,2026-02-07,2026-02-09,True,2026-02-14,True,True,True,False,True,3,8,8160,1020
USER_00212,50,M,Mumbai,Android,2026-01-27,2026-02-02,True,2026-02-09,True,False,False,False,False,0,5,1050,210
USER_00213,53,F,Mumbai,Android,2026-02-02,,False,,True,False,False,False,True,1,1,331,331
USER_00214,45,M,Chennai,Android,2026-02-24,2026-02-25,True,2026-02-27,True,True,False,False,True,2,9,7623,847
USER_00215,35,F,Surat,Android,2026-03-01,2026-02-27,True,2026-02-26,True,False,False,False,True,1,0,0,0
USER_00216,43,M,Mumbai,Android,2026-03-01,,False,,True,False,False,False,False,0,0,0,0
USER_00217,23,M,Bangalore,Android,2025-12-26,2026-01-01,True,2026-01-04,True,False,False,False,True,1,2,522,261
USER_00218,64,F,Pune,Android,2026-02-24,2026-02-25,True,2026-02-27,True,False,False,False,False,0,1,186,186
USER_00219,28,M,Chennai,Android,2026-02-28,2026-02-25,True,2026-02-27,True,False,True,False,False,1,2,1554,777
USER_00220,44,F,Delhi,Android,2026-02-09,2026-02-16,True,2026-02-17,True,False,False,False,False,0,2,906,453
USER_00221,36,F,Hyderabad,Android,2026-02-10,,False,,True,False,True,False,False,1,3,975,325
USER_00222,43,M,Mumbai,Android,2026-01-13,2026-01-26,True,2026-01-28,True,False,False,False,True,1,4,1264,316
USER_00223,34,F,Delhi,Android,2026-02-23,2026-02-26,True,2026-02-28,True,False,False,False,False,0,4,2160,540
USER_00224,42,M,Hyderabad,iOS,2025-12-02,2025-12-04,True,,False,True,True,False,False,2,8,8200,1025
USER_00225,43,M,Bangalore,Android,2026-01-22,,False,,True,False,True,False,True,2,2,358,179
USER_00226,38,F,Hyderabad,Android,2025-12-02,2025-12-07,True,,False,False,False,False,True,1,3,1581,527
USER_00227,25,F,Mumbai,Android,2026-01-28,2026-02-05,True,2026-02-12,True,False,False,False,True,1,1,732,732
USER_00228,62,F,Mumbai,iOS,2026-02-27,,False,,True,False,True,False,False,1,0,0,0
USER_00229,45,F,Hyderabad,Android,2026-02-19,2026-02-26,True,,False,True,False,False,False,1,4,3740,935
USER_00230,32,F,Pune,Android,2025-12-12,,False,,True,False,False,False,False,0,1,748,748
USER_00231,25,M,Ahmedabad,Android,2026-02-16,2026-02-27,True,,False,False,True,False,False,1,2,1520,760
USER_00232,33,M,Mumbai,Android,2026-02-21,2026-02-24,True,2026-02-26,True,False,False,False,False,0,1,716,716
USER_00233,22,M,Surat,Android,2026-02-09,2026-02-22,True,2026-02-27,True,False,True,False,True,2,2,1150,575
USER_00234,55,F,Chennai,iOS,2026-02-20,2026-02-24,True,2026-02-27,True,False,True,False,True,2,2,1516,758
USER_00235,58,F,Mumbai,Android,2026-02-20,,False,,True,False,False,False,False,0,2,1104,552
USER_00236,58,F,Kolkata,Android,2026-01-26,2026-02-04,True,,False,False,False,False,False,0,0,0,0
USER_00237,22,F,Bangalore,Android,2026-01-28,,False,,True,False,False,False,False,0,1,477,477
USER_00238,36,M,Chennai,iOS,2026-02-28,2026-02-24,True,2026-03-01,True,False,False,False,False,0,1,192,192
USER_00239,42,F,Hyderabad,iOS,2026-02-28,2026-02-24,True,,False,False,False,False,False,0,1,142,142
USER_00240,59,M,Delhi,Android,2026-02-22,2026-02-23,True,2026-02-27,True,False,False,False,True,1,2,508,254
USER_00241,24,F,Jaipur,Android,2026-01-23,2026-01-24,True,2026-01-26,True,True,False,False,True,2,5,3265,653
USER_00242,63,F,Jaipur,Android,2026-03-01,2026-02-26,True,2026-03-01,True,True,False,False,True,2,8,5000,625
USER_00243,42,F,Pune,Android,2025-12-02,2025-12-15,True,2025-12-21,True,True,True,False,False,2,5,2035,407
USER_00244,59,F,Mumbai,Android,2026-03-01,,False,,False,False,False,False,False,0,0,0,0
