event_id,user_id,event_type,timestamp,metadata
EVT_000046,USER_00015,signup,2026-02-22,"{""device"": ""Android""}"
EVT_000047,USER_00015,kyc_complete,2026-02-26,"{""method"": ""video_kyc""}"
EVT_000048,USER_00015,first_transaction,2026-02-28,"{""amount"": 2258}"
EVT_000049,USER_00016,signup,2026-02-28,"{""device"": ""iOS""}"
EVT_000050,USER_00016,kyc_complete,2026-02-26,"{""method"": ""video_kyc""}"
EVT_000051,USER_00017,signup,2026-02-21,"{""device"": ""Android""}"
EVT_000052,USER_00018,signup,2026-02-23,"{""device"": ""iOS""}"
EVT_000053,USER_00019,signup,2026-02-21,"{""device"": ""Android""}"
EVT_000054,USER_00020,signup,2026-01-30,"{""device"": ""Android""}"
EVT_000055,USER_00020,kyc_complete,2026-02-06,"{""method"": ""video_kyc""}"
EVT_000056,USER_00021,signup,2026-02-02,"{""device"": ""iOS""}"
EVT_000057,USER_00021,kyc_complete,2026-02-13,"{""method"": ""video_kyc""}"
EVT_000058,USER_00021,first_transaction,2026-02-19,"{""amount"": 4225}"
EVT_000059,USER_00021,autopay_setup,2026-02-23,"{""frequency"": ""monthly""}"
EVT_000060,USER_00021,rewards_redemption,2026-02-12,"{""reward_type"": ""cashback""}"
EVT_000061,USER_00021,bill_payment,2026-02-15,"{""category"": ""electricity""}"
EVT_000062,USER_00021,repeat_transaction,2026-02-24,"{""amount"": 265, ""merchant"": ""Kaul PLC""}"
EVT_000063,USER_00021,repeat_transaction,2026-02-27,"{""amount"": 1540, ""merchant"": ""Bala, Issac and Saini""}"
EVT_000064,USER_00022,signup,2026-02-20,"{""device"": ""Android""}"
EVT_000065,USER_00022,kyc_complete,2026-02-27,"{""method"": ""video_kyc""}"
EVT_000066,USER_00022,first_transaction,2026-03-01,"{""amount"": 2137}"
EVT_000067,USER_00023,signup,2026-01-22,"{""device"": ""iOS""}"
EVT_000068,USER_00023,rewards_redemption,2026-02-03,"{""reward_type"": ""points""}"
EVT_000069,USER_00023,bill_payment,2026-01-25,"{""category"": ""mobile""}"
EVT_000070,USER_00024,signup,2025-12-02,"{""device"": ""Android""}"
EVT_000071,USER_00024,kyc_complete,2025-12-07,"{""method"": ""video_kyc""}"
EVT_000072,USER_00025,signup,2026-01-25,"{""device"": ""iOS""}"
EVT_000073,USER_00025,kyc_complete,2026-02-07,"{""method"": ""video_kyc""}"
EVT_000074,USER_00025,rewards_redemption,2026-02-14,"{""reward_type"": ""points""}"
EVT_000075,USER_00026,signup,2026-01-20,"{""device"": ""Android""}"
EVT_000076,USER_00026,bill_payment,2026-01-27,"{""category"": ""electricity""}"
EVT_000077,USER_00027,signup,2026-01-24,"{""device"": ""Android""}"
EVT_000078,USER_00027,kyc_complete,2026-01-26,"{""method"": ""video_kyc""}"
EVT_000079,USER_00027,first_transaction,2026-01-27,"{""amount"": 1362}"
EVT_000080,USER_00028,signup,2026-02-11,"{""device"": ""iOS""}"
EVT_000081,USER_00028,rewards_redemption,2026-02-17,"{""reward_type"": ""cashback""}"
EVT_000082,USER_00028,bill_payment,2026-02-23,"{""category"": ""electricity""}"
EVT_000083,USER_00029,signup,2026-02-25,"{""device"": ""iOS""}"
EVT_000084,USER_00029,kyc_complete,2026-02-24,"{""method"": ""video_kyc""}"
EVT_000085,USER_00029,first_transaction,2026-02-26,"{""amount"": 1281}"
EVT_000086,USER_00030,signup,2026-02-06,"{""device"": ""iOS""}"
EVT_000087,USER_00030,kyc_complete,2026-02-18,"{""method"": ""video_kyc""}"
EVT_000088,USER_00030,first_transaction,2026-02-21,"{""amount"": 1809}"
EVT_000089,USER_00031,signup,2026-03-01,"{""device"": ""Android""}"
EVT_000090,USER_00031,kyc_complete,2026-02-27,"{""method"": ""video_kyc""}"
EVT_000091,USER_00031,first_transaction,2026-02-28,"{""amount"": 2353}"
EVT_000092,USER_00032,signup,2026-01-23,"{""device"": ""Android""}"
EVT_000093,USER_00032,kyc_complete,2026-01-24,"{""method"": ""video_kyc""}"
EVT_000094,USER_00032,first_transaction,2026-01-25,"{""amount"": 1138}"
EVT_000095,USER_00032,rewards_redemption,2026-01-29,"{""reward_type"": ""cashback""}"
EVT_000096,USER_00032,repeat_transaction,2026-01-30,"{""amount"": 4514, ""merchant"": ""Sen PLC""}"
EVT_000097,USER_00033,signup,2026-01-18,"{""device"": ""iOS""}"
EVT_000098,USER_00033,kyc_complete,2026-01-20,"{""method"": ""video_kyc""}"
EVT_000099,USER_00033,first_transaction,2026-01-25,"{""amount"": 3970}"
EVT_000100,USER_00033,autopay_setup,2026-01-29,"{""frequency"": ""monthly""}"
EVT_000101,USER_00033,rewards_redemption,2026-02-09,"{""reward_type"": ""points""}"
EVT_000102,USER_00033,upi_lite_activation,2026-02-05,"{""balance"": 1821}"
EVT_000103,USER_00033,bill_payment,2026-02-01,"{""category"": ""electricity""}"
EVT_000104,USER_00033,repeat_transaction,2026-01-28,"{""amount"": 1076, ""merchant"": ""Ahuja-Dutta""}"
EVT_000105,USER_00033,repeat_transaction,2026-01-31,"{""amount"": 2621, ""merchant"": ""Sami, Oak and Mall""}"
EVT_000106,USER_00033,repeat_transaction,2026-02-12,"{""amount"": 2015, ""merchant"": ""Kale LLC""}"
EVT_000107,USER_00033,repeat_transaction,2026-02-22,"{""amount"": 1674, ""merchant"": ""Chanda Group""}"
EVT_000108,USER_00033,repeat_transaction,2026-02-24,"{""amount"": 3143, ""merchant"": ""Parmer LLC""}"
EVT_000109,USER_00034,signup,2026-02-15,"{""device"": ""Android""}"
EVT_000110,USER_00034,kyc_complete,2026-02-27,"{""method"": ""video_kyc""}"
EVT_000111,USER_00034,first_transaction,2026-02-26,"{""amount"": 1596}"
EVT_000112,USER_00035,signup,2026-03-01,"{""device"": ""iOS""}"
EVT_000113,USER_00036,signup,2025-12-02,"{""device"": ""Android""}"
EVT_000114,USER_00036,kyc_complete,2025-12-10,"{""method"": ""video_kyc""}"
EVT_000115,USER_00036,rewards_redemption,2025-12-17,"{""reward_type"": ""points""}"
EVT_000116,USER_00036,upi_lite_activation,2026-01-01,"{""balance"": 2591}"
EVT_000117,USER_00036,bill_payment,2025-12-07,"{""category"": ""gas""}"
EVT_000118,USER_00037,signup,2026-02-27,"{""device"": ""iOS""}"
EVT_000119,USER_00037,kyc_complete,2026-02-28,"{""method"": ""video_kyc""}"
EVT_000120,USER_00037,first_transaction,2026-02-26,"{""amount"": 4776}"
EVT_000121,USER_00038,signup,2025-12-29,"{""device"": ""Android""}"
EVT_000122,USER_00038,kyc_complete,2026-01-01,"{""method"": ""video_kyc""}"
EVT_000123,USER_00038,first_transaction,2026-01-05,"{""amount"": 4490}"
EVT_000124,USER_00038,bill_payment,2026-01-11,"{""category"": ""gas""}"
EVT_000125,USER_00038,repeat_transaction,2026-01-08,"{""amount"": 1851, ""merchant"": ""Lalla, Bassi and Sharaf""}"
EVT_000126,USER_00038,repeat_transaction,2026-01-31,"{""amount"": 2586, ""merchant"": ""Dash, Radhakrishnan and Brar""}"
EVT_000127,USER_00038,repeat_transaction,2026-01-23,"{""amount"": 2632, ""merchant"": ""Memon, Pathak and Handa""}"
EVT_000128,USER_00039,signup,2025-12-11,"{""device"": ""iOS""}"
EVT_000129,USER_00040,signup,2026-01-08,"{""device"": ""iOS""}"
EVT_000130,USER_00040,kyc_complete,2026-01-10,"{""method"": ""video_kyc""}"
EVT_000131,USER_00040,bill_payment,2026-01-21,"{""category"": ""electricity""}"
EVT_000132,USER_00041,signup,2025-12-02,"{""device"": ""Android""}"
EVT_000133,USER_00041,bill_payment,2025-12-10,"{""category"": ""gas""}"
EVT_000134,USER_00042,signup,2026-02-09,"{""device"": ""iOS""}"
EVT_000135,USER_00042,kyc_complete,2026-02-22,"{""method"": ""video_kyc""}"
EVT_000136,USER_00042,first_transaction,2026-03-01,"{""amount"": 4124}"
EVT_000137,USER_00043,signup,2026-01-09,"{""device"": ""iOS""}"
EVT_000138,USER_00043,rewards_redemption,2026-01-31,"{""reward_type"": ""cashback""}"
EVT_000139,USER_00043,upi_lite_activation,2026-01-18,"{""balance"": 4224}"
EVT_000140,USER_00044,signup,2025-12-02,"{""device"": ""Android""}"
EVT_000141,USER_00044,kyc_complete,2025-12-12,"{""method"": ""video_kyc""}"
EVT_000142,USER_00044,first_transaction,2025-12-18,"{""amount"": 4503}"
EVT_000143,USER_00044,upi_lite_activation,2025-12-25,"{""balance"": 3326}"
EVT_000144,USER_00044,repeat_transaction,2025-12-21,"{""amount"": 3306, ""merchant"": ""Boase, Bath and Kari""}"
EVT_000145,USER_00044,repeat_transaction,2026-01-03,"{""amount"": 3327, ""merchant"": ""Buch-Kaul""}"
EVT_000146,USER_00045,signup,2026-02-11,"{""device"": ""Android""}"
EVT_000147,USER_00045,autopay_setup,2026-02-28,"{""frequency"": ""monthly""}"
EVT_000148,USER_00045,rewards_redemption,2026-02-23,"{""reward_type"": ""points""}"
EVT_000149,USER_00045,upi_lite_activation,2026-02-23,"{""balance"": 4295}"
EVT_000150,USER_00046,signup,2025-12-25,"{""device"": ""Android""}"
EVT_000151,USER_00046,kyc_complete,2025-12-27,"{""method"": ""video_kyc""}"
EVT_000152,USER_00046,first_transaction,2026-01-01,"{""amount"": 3155}"
EVT_000153,USER_00046,upi_lite_activation,2026-01-17,"{""balance"": 1510}"
EVT_000154,USER_00046,repeat_transaction,2026-01-07,"{""amount"": 3854, ""merchant"": ""Rai LLC""}"
EVT_000155,USER_00046,repeat_transaction,2026-01-19,"{""amount"": 96, ""merchant"": ""Patla-Gaba""}"
EVT_000156,USER_00046,repeat_transaction,2026-02-12,"{""amount"": 2968, ""merchant"": ""Pant-Kadakia""}"
EVT_000157,USER_00047,signup,2025-12-22,"{""device"": ""iOS""}"
EVT_000158,USER_00047,autopay_setup,2026-01-09,"{""frequency"": ""monthly""}"
EVT_000159,USER_00047,rewards_redemption,2026-01-14,"{""reward_type"": ""cashback""}"
EVT_000160,USER_00048,signup,2026-01-25,"{""device"": ""Android""}"
EVT_000161,USER_00049,signup,2025-12-02,"{""device"": ""Android""}"
EVT_000162,USER_00049,kyc_complete,2025-12-06,"{""method"": ""video_kyc""}"
EVT_000163,USER_00049,first_transaction,2025-12-09,"{""amount"": 628}"
EVT_000164,USER_00050,signup,2026-01-11,"{""device"": ""Android""}"
EVT_000165,USER_00050,kyc_complete,2026-01-24,"{""method"": ""video_kyc""}"
EVT_000166,USER_00050,first_transaction,2026-01-25,"{""amount"": 2185}"
EVT_000167,USER_00050,rewards_redemption,2026-01-17,"{""reward_type"": ""points""}"
EVT_000168,USER_00050,bill_payment,2026-01-25,"{""category"": ""gas""}"
EVT_000169,USER_00050,repeat_transaction,2026-01-31,"{""amount"": 4097, ""merchant"": ""Loke, Bora and Garg""}"
EVT_000170,USER_00050,repeat_transaction,2026-02-10,"{""amount"": 2944, ""merchant"": ""Konda, Gade and Shere""}"
EVT_000171,USER_00050,repeat_transaction,2026-02-03,"{""amount"": 1536, ""merchant"": ""Madan-Kanda""}"
EVT_000172,USER_00051,signup,2025-12-31,"{""device"": ""Android""}"
EVT_000173,USER_00051,kyc_complete,2026-01-02,"{""method"": ""video_kyc""}"
EVT_000174,USER_00051,first_transaction,2026-01-07,"{""amount"": 3523}"
EVT_000175,USER_00051,repeat_transaction,2026-01-16,"{""amount"": 2290, ""merchant"": ""Nair, Bhalla and Karnik""}"
EVT_000176,USER_00051,repeat_transaction,2026-01-29,"{""amount"": 193, ""merchant"": ""Mutti Group""}"
EVT_000177,USER_00052,signup,2025-12-02,"{""device"": ""Android""}"
EVT_000178,USER_00052,kyc_complete,2025-12-06,"{""method"": ""video_kyc""}"
EVT_000179,USER_00052,first_transaction,2025-12-09,"{""amount"": 3802}"
EVT_000180,USER_00052,rewards_redemption,2025-12-18,"{""reward_type"": ""cashback""}"
EVT_000181,USER_00053,signup,2026-01-16,"{""device"": ""Android""}"
EVT_000182,USER_00053,kyc_complete,2026-01-26,"{""method"": ""video_kyc""}"
EVT_000183,USER_00054,signup,2026-01-31,"{""device"": ""Android""}"
EVT_000184,USER_00054,kyc_complete,2026-02-02,"{""method"": ""video_kyc""}"
EVT_000185,USER_00054,rewards_redemption,2026-02-16,"{""reward_type"": ""cashback""}"
EVT_000186,USER_00054,upi_lite_activation,2026-02-13,"{""balance"": 4306}"
EVT_000187,USER_00054,bill_payment,2026-02-10,"{""category"": ""mobile""}"
EVT_000188,USER_00055,signup,2026-02-17,"{""device"": ""Android""}"
EVT_000189,USER_00056,signup,2026-02-21,"{""device"": ""Android""}"
EVT_000190,USER_00056,kyc_complete,2026-02-25,"{""method"": ""video_kyc""}"
EVT_000191,USER_00056,first_transaction,2026-02-26,"{""amount"": 3435}"
EVT_000192,USER_00056,bill_payment,2026-03-01,"{""category"": ""gas""}"
EVT_000193,USER_00057,signup,2026-02-25,"{""device"": ""iOS""}"
EVT_000194,USER_00057,kyc_complete,2026-02-27,"{""method"": ""video_kyc""}"
EVT_000195,USER_00057,first_transaction,2026-02-27,"{""amount"": 1820}"
EVT_000196,USER_00058,signup,2026-02-27,"{""device"": ""iOS""}"
EVT_000197,USER_00058,kyc_complete,2026-02-25,"{""method"": ""video_kyc""}"
EVT_000198,USER_00059,signup,2026-01-19,"{""device"": ""Android""}"
EVT_000199,USER_00059,kyc_complete,2026-01-28,"{""method"": ""video_kyc""}"
EVT_000200,USER_00059,first_transaction,2026-01-29,"{""amount"": 481}"
EVT_000201,USER_00059,autopay_setup,2026-02-08,"{""frequency"": ""monthly""}"
EVT_000202,USER_00059,rewards_redemption,2026-02-02,"{""reward_type"": ""points""}"
EVT_000203,USER_00059,repeat_transaction,2026-02-04,"{""amount"": 347, ""merchant"": ""Bhatti-Kakar""}"
EVT_000204,USER_00059,repeat_transaction,2026-02-08,"{""amount"": 4699, ""merchant"": ""Murty, Kala and Tata""}"
EVT_000205,USER_00059,repeat_transaction,2026-02-16,"{""amount"": 3715, ""merchant"": ""Shanker-Dhar""}"
EVT_000206,USER_00059,repeat_transaction,2026-02-22,"{""amount"": 3032, ""merchant"": ""Dewan-Koshy""}"
EVT_000207,USER_00059,repeat_transaction,2026-02-28,"{""amount"": 736, ""merchant"": ""Yohannan, Lall and Sangha""}"
EVT_000208,USER_00059,repeat_transaction,2026-02-22,"{""amount"": 2287, ""merchant"": ""Rastogi, Pathak and Kanda""}"
EVT_000209,USER_00060,signup,2026-02-21,"{""device"": ""Android""}"
EVT_000210,USER_00060,kyc_complete,2026-02-28,"{""method"": ""video_kyc""}"
EVT_000211,USER_00061,signup,2026-02-02,"{""device"": ""Android""}"
EVT_000212,USER_00061,kyc_complete,2026-02-15,"{""method"": ""video_kyc""}"
EVT_000213,USER_00061,first_transaction,2026-02-20,"{""amount"": 2165}"
EVT_000214,USER_00061,bill_payment,2026-02-08,"{""category"": ""mobile""}"
EVT_000215,USER_00061,repeat_transaction,2026-02-28,"{""amount"": 4029, ""merchant"": ""Upadhyay Group""}"
EVT_000216,USER_00062,signup,2026-02-16,"{""device"": ""Android""}"
EVT_000217,USER_00062,kyc_complete,2026-03-01,"{""method"": ""video_kyc""}"
EVT_000218,USER_00062,first_transaction,2026-02-28,"{""amount"": 4801}"
EVT_000219,USER_00063,signup,2026-02-21,"{""device"": ""iOS""}"
EVT_000220,USER_00063,kyc_complete,2026-02-27,"{""method"": ""video_kyc""}"
EVT_000221,USER_00064,signup,2025-12-12,"{""device"": ""Android""}"
EVT_000222,USER_00064,kyc_complete,2025-12-26,"{""method"": ""video_kyc""}"
EVT_000223,USER_00064,first_transaction,2025-12-30,"{""amount"": 4221}"
EVT_000224,USER_00065,signup,2026-02-21,"{""device"": ""Android""}"
EVT_000225,USER_00065,kyc_complete,2026-02-27,"{""method"": ""video_kyc""}"
EVT_000226,USER_00066,signup,2026-02-18,"{""device"": ""Android""}"
EVT_000227,USER_00066,kyc_complete,2026-02-28,"{""method"": ""video_kyc""}"
EVT_000228,USER_00066,rewards_redemption,2026-02-27,"{""reward_type"": ""points""}"
EVT_000229,USER_00067,signup,2026-01-07,"{""device"": ""Android""}"
EVT_000230,USER_00067,kyc_complete,2026-01-13,"{""method"": ""video_kyc""}"
EVT_000231,USER_00067,first_transaction,2026-01-14,"{""amount"": 1401}"
EVT_000232,USER_00067,rewards_redemption,2026-01-31,"{""reward_type"": ""cashback""}"
EVT_000233,USER_00068,signup,2026-01-05,"{""device"": ""iOS""}"
EVT_000234,USER_00068,kyc_complete,2026-01-06,"{""method"": ""video_kyc""}"
EVT_000235,USER_00068,first_transaction,2026-01-07,"{""amount"": 2395}"
EVT_000236,USER_00068,autopay_setup,2026-01-17,"{""frequency"": ""monthly""}"
EVT_000237,USER_00068,bill_payment,2026-01-15,"{""category"": ""mobile""}"
EVT_000238,USER_00068,repeat_transaction,2026-01-11,"{""amount"": 2825, ""merchant"": ""Batta Inc""}"
EVT_000239,USER_00068,repeat_transaction,2026-01-15,"{""amount"": 440, ""merchant"": ""Dutta Ltd""}"
EVT_000240,USER_00068,repeat_transaction,2026-01-28,"{""amount"": 1890, ""merchant"": ""Bhatt-Rajan""}"
EVT_000241,USER_00068,repeat_transaction,2026-01-19,"{""amount"": 707, ""merchant"": ""Sidhu-Wadhwa""}"
EVT_000242,USER_00068,repeat_transaction,2026-02-06,"{""amount"": 4266, ""merchant"": ""Apte-Contractor""}"
EVT_000243,USER_00068,repeat_transaction,2026-02-12,"{""amount"": 3717, ""merchant"": ""Yadav, Loke and Oak""}"
EVT_000244,USER_00068,repeat_transaction,2026-02-11,"{""amount"": 2209, ""merchant"": ""Memon Group""}"
EVT_000245,USER_00068,repeat_transaction,2026-02-24,"{""amount"": 4344, ""merchant"": ""Setty Inc""}"
EVT_000246,USER_00069,signup,2026-02-22,"{""device"": ""iOS""}"
EVT_000247,USER_00070,signup,2026-02-17,"{""device"": ""Android""}"
EVT_000248,USER_00070,kyc_complete,2026-02-18,"{""method"": ""video_kyc""}"
EVT_000249,USER_00071,signup,2026-02-17,"{""device"": ""iOS""}"
EVT_000250,USER_00071,kyc_complete,2026-02-28,"{""method"": ""video_kyc""}"
EVT_000251,USER_00071,rewards_redemption,2026-02-28,"{""reward_type"": ""cashback""}"
EVT_000252,USER_00071,bill_payment,2026-02-20,"{""category"": ""mobile""}"
EVT_000253,USER_00072,signup,2026-01-22,"{""device"": ""Android""}"
EVT_000254,USER_00072,bill_payment,2026-01-27,"{""category"": ""gas""}"
EVT_000255,USER_00073,signup,2026-02-14,"{""device"": ""Android""}"
EVT_000256,USER_00073,upi_lite_activation,2026-02-23,"{""balance"": 895}"
EVT_000257,USER_00074,signup,2026-02-05,"{""device"": ""Android""}"
EVT_000258,USER_00074,kyc_complete,2026-02-14,"{""method"": ""video_kyc""}"
EVT_000259,USER_00074,bill_payment,2026-02-20,"{""category"": ""gas""}"
EVT_000260,USER_00075,signup,2025-12-14,"{""device"": ""iOS""}"
EVT_000261,USER_00075,rewards_redemption,2025-12-27,"{""reward_type"": ""points""}"
EVT_000262,USER_00076,signup,2026-02-08,"{""device"": ""Android""}"
EVT_000263,USER_00076,kyc_complete,2026-02-22,"{""method"": ""video_kyc""}"
EVT_000264,USER_00076,first_transaction,2026-02-23,"{""amount"": 989}"
EVT_000265,USER_00076,bill_payment,2026-02-28,"{""category"": ""electricity""}"
EVT_000266,USER_00077,signup,2026-02-06,"{""device"": ""iOS""}"
EVT_000267,USER_00077,kyc_complete,2026-02-17,"{""method"": ""video_kyc""}"
EVT_000268,USER_00077,first_transaction,2026-02-20,"{""amount"": 3276}"
EVT_000269,USER_00078,signup,2026-02-24,"{""device"": ""Android""}"
EVT_000270,USER_00078,kyc_complete,2026-02-27,"{""method"": ""video_kyc""}"
EVT_000271,USER_00078,first_transaction,2026-02-28,"{""amount"": 4988}"
EVT_000272,USER_00079,signup,2025-12-02,"{""device"": ""iOS""}"
EVT_000273,USER_00079,kyc_complete,2025-12-13,"{""method"": ""video_kyc""}"
EVT_000274,USER_00079,first_transaction,2025-12-16,"{""amount"": 722}"
EVT_000275,USER_00079,autopay_setup,2025-12-25,"{""frequency"": ""monthly""}"
EVT_000276,USER_00079,upi_lite_activation,2025-12-31,"{""balance"": 3925}"
EVT_000277,USER_00079,repeat_transaction,2025-12-19,"{""amount"": 983, ""merchant"": ""Lall, Tella and Gokhale""}"
EVT_000278,USER_00079,repeat_transaction,2025-12-26,"{""amount"": 1920, ""merchant"": ""Cherian, Misra and Tripathi""}"
EVT_000279,USER_00079,repeat_transaction,2026-01-06,"{""amount"": 4605, ""merchant"": ""Issac, Dua and Prakash""}"
EVT_000280,USER_00079,repeat_transaction,2026-01-09,"{""amount"": 2246, ""merchant"": ""Zacharia PLC""}"
EVT_000281,USER_00079,repeat_transaction,2025-12-31,"{""amount"": 2923, ""merchant"": ""Naik Group""}"
EVT_000282,USER_00079,repeat_transaction,2026-01-15,"{""amount"": 682, ""merchant"": ""Choudhury LLC""}"
EVT_000283,USER_00080,signup,2026-02-05,"{""device"": ""Android""}"
EVT_000284,USER_00080,kyc_complete,2026-02-15,"{""method"": ""video_kyc""}"
EVT_000285,USER_00080,first_transaction,2026-02-22,"{""amount"": 4782}"
EVT_000286,USER_00080,autopay_setup,2026-02-24,"{""frequency"": ""monthly""}"
EVT_000287,USER_00080,repeat_transaction,2026-03-01,"{""amount"": 4848, ""merchant"": ""Khatri-Bhardwaj""}"
EVT_000288,USER_00081,signup,2026-01-23,"{""device"": ""Android""}"
EVT_000289,USER_00081,kyc_complete,2026-02-04,"{""method"": ""video_kyc""}"
EVT_000290,USER_00081,rewards_redemption,2026-02-06,"{""reward_type"": ""cashback""}"
EVT_000291,USER_00081,upi_lite_activation,2026-02-11,"{""balance"": 754}"
EVT_000292,USER_00081,bill_payment,2026-02-04,"{""category"": ""electricity""}"
EVT_000293,USER_00082,signup,2026-02-24,"{""device"": ""Android""}"
EVT_000294,USER_00082,kyc_complete,2026-02-28,"{""method"": ""video_kyc""}"
EVT_000295,USER_00082,first_transaction,2026-02-28,"{""amount"": 1212}"
EVT_000296,USER_00082,bill_payment,2026-02-27,"{""category"": ""mobile""}"
EVT_000297,USER_00083,signup,2025-12-24,"{""device"": ""iOS""}"
EVT_000298,USER_00083,kyc_complete,2026-01-01,"{""method"": ""video_kyc""}"
EVT_000299,USER_00083,first_transaction,2026-01-02,"{""amount"": 1413}"
EVT_000300,USER_00083,autopay_setup,2026-01-11,"{""frequency"": ""monthly""}"
EVT_000301,USER_00083,rewards_redemption,2026-01-08,"{""reward_type"": ""cashback""}"
EVT_000302,USER_00083,upi_lite_activation,2026-01-20,"{""balance"": 3869}"
EVT_000303,USER_00083,bill_payment,2025-12-27,"{""category"": ""gas""}"
EVT_000304,USER_00083,repeat_transaction,2026-01-05,"{""amount"": 455, ""merchant"": ""Brar Inc""}"
EVT_000305,USER_00083,repeat_transaction,2026-01-10,"{""amount"": 2881, ""merchant"": ""Sunder, Biswas and Walia""}"
EVT_000306,USER_00083,repeat_transaction,2026-01-20,"{""amount"": 2311, ""merchant"": ""Dave Ltd""}"
EVT_000307,USER_00083,repeat_transaction,2026-01-18,"{""amount"": 765, ""merchant"": ""Gandhi-Lanka""}"
EVT_000308,USER_00083,repeat_transaction,2026-02-06,"{""amount"": 4690, ""merchant"": ""Sampath, Kakar and Zacharia""}"
EVT_000309,USER_00083,repeat_transaction,2026-01-20,"{""amount"": 353, ""merchant"": ""Iyer, Muni and Rastogi""}"
EVT_000310,USER_00083,repeat_transaction,2026-01-23,"{""amount"": 2600, ""merchant"": ""Prakash, Sarma and Varughese""}"
EVT_000311,USER_00083,repeat_transaction,2026-02-27,"{""amount"": 1519, ""merchant"": ""Dara-Kota""}"
EVT_000312,USER_00083,repeat_transaction,2026-02-16,"{""amount"": 3343, ""merchant"": ""Bhatt LLC""}"
EVT_000313,USER_00084,signup,2026-02-12,"{""device"": ""Android""}"
EVT_000314,USER_00084,kyc_complete,2026-02-25,"{""method"": ""video_kyc""}"
